error_type,reason,page,table,row,side,code,description,pack,uom,price,raw_text,category
parse_error,Cannot parse price: ,8,0,30,left,CHEESEOR6,Origin Milk - Organic A2 Smoked Gouda Block,12 X 8 OZ,$ 8 8.39,,CHEESEOR6 | Origin Milk - Organic A2 Smoked Gouda Block | 12 X 8 OZ | $ 8 8.39 | ,
parse_error,Cannot parse price: ,8,0,31,left,CHEESEOR7,Origin Milk - Organic A2 Mozzarella Cheese Block,12 X 8 OZ,$ 7 2.03,,CHEESEOR7 | Origin Milk - Organic A2 Mozzarella Cheese Block | 12 X 8 OZ | $ 7 2.03 | ,
parse_error,Cannot parse price: ,8,0,32,left,CHEESER,Cowgirl Creamery - Red Hawk Cheese,2.5 LB AVG | 6,PC$ 2 7.64,,CHEESER | Cowgirl Creamery - Red Hawk Cheese | 2.5 LB AVG | 6 | PC$ 2 7.64 | ,
parse_error,Cannot parse price: ,8,0,33,left,CHEESERR,Cowgirl Creamery - Mt. Tam Cheese,12 X 8 OZ,$ 1 45.90,,CHEESERR | Cowgirl Creamery - Mt. Tam Cheese | 12 X 8 OZ | $ 1 45.90 | ,
parse_error,Cannot parse price: ,8,0,34,left,CHEESEW,Cypress Grove - Purple Haze Cheese,12 X 4 OZ,$ 6 7.73,,CHEESEW | Cypress Grove - Purple Haze Cheese | 12 X 4 OZ | $ 6 7.73 | ,
parse_error,Cannot parse price: ,8,0,35,left,DACHEESE1ACS,Ambrosi - Parmigiano Reggiano 24 Month Wedges,12 X 7 OZ,$ 1 00.20,,DACHEESE1ACS | Ambrosi - Parmigiano Reggiano 24 Month Wedges | 12 X 7 OZ | $ 1 00.20 | ,
parse_error,Cannot parse price: ,8,0,36,left,DACHEESE1BCS,Ambrosi - Grana Pandano Wedge,12 X 7 OZ,$ 8 4.60,,DACHEESE1BCS | Ambrosi - Grana Pandano Wedge | 12 X 7 OZ | $ 8 4.60 | ,
parse_error,Cannot parse price: ,8,0,37,left,DACHEESE1CWCS,Ambrosi - Pecorino Romano Wedges,12 X 7 OZ,$ 8 9.00,,DACHEESE1CWCS | Ambrosi - Pecorino Romano Wedges | 12 X 7 OZ | $ 8 9.00 | ,
parse_error,Cannot parse price: ,8,0,38,left,DACHEESE1F,Montchevre - Organic Goat Cheese Logs,12 X 4 OZ,$ 4 6.60,,DACHEESE1F | Montchevre - Organic Goat Cheese Logs | 12 X 4 OZ | $ 4 6.60 | ,
parse_error,Cannot parse price: ,8,0,39,left,DACHEESE2B,Montchevre - Goat Cheese Log,10.5 OZ,$ 6 .35,,DACHEESE2B | Montchevre - Goat Cheese Log | 10.5 OZ | $ 6 .35 | ,
parse_error,Cannot parse price: ,8,0,40,left,DACHEESE2H,Montchevre - Garlic and Herb Goat Cheese Log,10.5 OZ,$ 6 .35,,DACHEESE2H | Montchevre - Garlic and Herb Goat Cheese Log | 10.5 OZ | $ 6 .35 | ,
parse_error,Cannot parse price: ,8,0,41,left,DACHEESE3B,Urbani - Truffle Burrata,12 X 4 OZ,$ 4 2.24,,DACHEESE3B | Urbani - Truffle Burrata | 12 X 4 OZ | $ 4 2.24 | ,
parse_error,Cannot parse price: ,8,0,42,left,DACHEESE4AA,Organic Valley - Mozzarella String Cheese Singles,96 X 1 OZ,$ 6 6.34,,DACHEESE4AA | Organic Valley - Mozzarella String Cheese Singles | 96 X 1 OZ | $ 6 6.34 | ,
parse_error,Cannot parse price: ,8,0,43,left,DACHEESE4CCS,"Lioni Latticini, Inc. - Wrapped Salted Mozzarella Balls",12 X 1 LB,$ 7 8.72,,"DACHEESE4CCS | Lioni Latticini, Inc. - Wrapped Salted Mozzarella Balls | 12 X 1 LB | $ 7 8.72 | ",
parse_error,Cannot parse price: ,8,0,44,left,DACHEESE4K,Antiche Bonta - Mozzarella Di Buffalo Balls In Water,12 X 250 GR,$ 1 06.03,,DACHEESE4K | Antiche Bonta - Mozzarella Di Buffalo Balls In Water | 12 X 250 GR | $ 1 06.03 | ,
parse_error,Cannot parse price: ,8,0,45,left,DACHEESE4KKCS,"Lioni Latticini, Inc. - Bufala Fresca Mozzarella Balls 4 oz",6 X 8 OZ,$ 3 9.17,,"DACHEESE4KKCS | Lioni Latticini, Inc. - Bufala Fresca Mozzarella Balls 4 oz | 6 X 8 OZ | $ 3 9.17 | ",
parse_error,Cannot parse price: ,8,0,46,left,DACHEESE4L,"Lioni Latticini, Inc. - Smoked Mozzarella Cheese Ball",1 LB,$ 6 .97,,"DACHEESE4L | Lioni Latticini, Inc. - Smoked Mozzarella Cheese Ball | 1 LB | $ 6 .97 | ",
parse_error,Cannot parse price: ,8,0,47,left,DACHEESE4M,"Lioni Latticini, Inc. - Burrata",6 X 2 X 4 OZ,$ 2 9.99,,"DACHEESE4M | Lioni Latticini, Inc. - Burrata | 6 X 2 X 4 OZ | $ 2 9.99 | ",
parse_error,Cannot parse price: ,8,0,48,left,DACHEESE9L,Di Stefano - Burrata,12 X 4 OZ,$ 3 7.18,,DACHEESE9L | Di Stefano - Burrata | 12 X 4 OZ | $ 3 7.18 | ,
parse_error,Cannot parse price: ,8,0,49,left,DACHEESE9LA,Di Stefano - Burrata,24 X 2 OZ,$ 4 8.68,,DACHEESE9LA | Di Stefano - Burrata | 24 X 2 OZ | $ 4 8.68 | ,
parse_error,Cannot parse price: ,8,0,50,left,DACHEESE9LL,Di Stefano - Stracciatella,6 X 1 LB,$ 6 0.26,,DACHEESE9LL | Di Stefano - Stracciatella | 6 X 1 LB | $ 6 0.26 | ,
parse_error,Cannot parse price: ,8,0,51,left,DACHEESECAB3,Cabot Creamery - Sharp Cheddar Snacking Sticks,12X7.5 OZ,$ 6 0.78,,DACHEESECAB3 | Cabot Creamery - Sharp Cheddar Snacking Sticks | 12X7.5 OZ | $ 6 0.78 | ,
parse_error,Cannot parse price: ,8,0,52,left,DACHEESECAM,Campania Felix - Mozzarella Di Buffalo,6 X 250 GR,$ 7 0.44,,DACHEESECAM | Campania Felix - Mozzarella Di Buffalo | 6 X 250 GR | $ 7 0.44 | ,
parse_error,Cannot parse price: ,8,0,53,left,DACHEESECAM1,Campania Felix - Mozzarella Di Buffala Bocconcini,40 X 50 GR,$ 1 00.19,,DACHEESECAM1 | Campania Felix - Mozzarella Di Buffala Bocconcini | 40 X 50 GR | $ 1 00.19 | ,
parse_error,Cannot parse price: ,8,0,54,left,DACHEESENDKH,Kite Hill - Vegan Ricotta,6X8 OZ,$ 4 6.34,,DACHEESENDKH | Kite Hill - Vegan Ricotta | 6X8 OZ | $ 4 6.34 | ,
parse_error,Cannot parse price: ,8,0,55,left,PACHEESE10BBR,Arethusa Farm Dairy - Bella Bantam Retail,12 X 5.5 OZ,$ 7 6.68,,PACHEESE10BBR | Arethusa Farm Dairy - Bella Bantam Retail | 12 X 5.5 OZ | $ 7 6.68 | ,
parse_error,Cannot parse price: ,8,0,56,left,PACHEESE10CBR,Arethusa Farm Dairy - Crybaby Retail,12 X 5.5 OZ,$ 7 6.68,,PACHEESE10CBR | Arethusa Farm Dairy - Crybaby Retail | 12 X 5.5 OZ | $ 7 6.68 | ,
parse_error,Cannot parse price: ,8,0,57,left,PACHEESE10CC,Four Fat Fowl - St. Stephen Cheese,6 X 9 OZ,$ 2 4.35,,PACHEESE10CC | Four Fat Fowl - St. Stephen Cheese | 6 X 9 OZ | $ 2 4.35 | ,
parse_error,Cannot parse price: ,8,0,58,left,PACHEESE10CR,Arethusa Farm Dairy - Camembert,6 X 8 OZ,$ 6 1.76,,PACHEESE10CR | Arethusa Farm Dairy - Camembert | 6 X 8 OZ | $ 6 1.76 | ,
parse_error,Cannot parse price: ,8,0,59,left,PACHEESE10EU,Arethusa Farm Dairy - Europa Cheese,12 X 5.5 OZ,$ 9 2.44,,PACHEESE10EU | Arethusa Farm Dairy - Europa Cheese | 12 X 5.5 OZ | $ 9 2.44 | ,
parse_error,Cannot parse price: ,8,0,60,left,PACHEESE10TR,Arethusa Farm Dairy - Tapping Reeve Retail,12 X 5.5 OZ,$ 9 2.44,,PACHEESE10TR | Arethusa Farm Dairy - Tapping Reeve Retail | 12 X 5.5 OZ | $ 9 2.44 | ,
parse_error,Cannot parse price: ,8,0,61,left,PACHEESE3D,Nettle Meadow Farm - Mini Kunik Minis Cheese,9 X 4 OZ,$ 6 4.34,,PACHEESE3D | Nettle Meadow Farm - Mini Kunik Minis Cheese | 9 X 4 OZ | $ 6 4.34 | ,
parse_error,Cannot parse price: ,8,0,62,left,PACHEESE3EE,Nettle Meadow Farm - Plain Fromage Blanc Cups,8 X 5 OZ,$ 4 7.56,,PACHEESE3EE | Nettle Meadow Farm - Plain Fromage Blanc Cups | 8 X 5 OZ | $ 4 7.56 | ,
parse_error,Cannot parse price: ,8,0,63,left,PACHEESE3GG,Nettle Meadow Farm - Fromage Blanc Honey Lavender Cheese Cups,8 X 5 OZ,$ 4 7.56,,PACHEESE3GG | Nettle Meadow Farm - Fromage Blanc Honey Lavender Cheese Cups | 8 X 5 OZ | $ 4 7.56 | ,
parse_error,Cannot parse price: ,8,0,64,left,PACHEESE3LL,Nettle Meadow Farm - Chevre with Olive Oil & Garlic Cups,8 X 5 OZ,$ 4 7.97,,PACHEESE3LL | Nettle Meadow Farm - Chevre with Olive Oil & Garlic Cups | 8 X 5 OZ | $ 4 7.97 | ,
parse_error,Cannot parse price: ,8,0,65,left,PACHEESE4J,Old Chatham Creamery - Mini Kinderhook Creek Cheese,8 X 3.5 OZ,$ 4 6.17,,PACHEESE4J | Old Chatham Creamery - Mini Kinderhook Creek Cheese | 8 X 3.5 OZ | $ 4 6.17 | ,
parse_error,Cannot parse price: ,8,0,66,left,PACHEESE7C,Vermont Creamery - Cremont Cheese,6 X 5 OZ,$ 5 0.00,,PACHEESE7C | Vermont Creamery - Cremont Cheese | 6 X 5 OZ | $ 5 0.00 | ,
parse_error,Cannot parse price: ,8,0,67,left,VEGANFETA,Kourellas - Plain Greek Vegan Style Feta Cheese,10 X 5.3 OZ,$ 3 5.06,,VEGANFETA | Kourellas - Plain Greek Vegan Style Feta Cheese | 10 X 5.3 OZ | $ 3 5.06 | ,
parse_error,Cannot parse price: ,8,0,68,left,VEGANV2,Violife - Vegan Parmesan Wedge,7 X 5.29 OZ,$ 3 9.41,,VEGANV2 | Violife - Vegan Parmesan Wedge | 7 X 5.29 OZ | $ 3 9.41 | ,
parse_error,Cannot parse price: ,8,0,69,left,VEGANV2S,Violife - Vegan Parmesan Grated,10 X 1.1 LB,$ 1 14.50,,VEGANV2S | Violife - Vegan Parmesan Grated | 10 X 1.1 LB | $ 1 14.50 | ,
parse_error,Missing code or description,8,0,70,left,,MONTY's VEGAN CREAM CHEESE & BUTTERS,,,, | MONTY's VEGAN CREAM CHEESE & BUTTERS |  |  | ,
parse_error,Cannot parse price: ,8,0,71,left,VEGANM2,MONTY'S - Vegan Cream Cheese,6 x 6oz,$ 3 2.00,,VEGANM2 | MONTY'S - Vegan Cream Cheese | 6 x 6oz | $ 3 2.00 | ,
parse_error,Cannot parse price: ,8,0,72,left,VEGANM3,MONTY'S - Vegan Scallion Cream Cheese,6 x 6oz,$ 3 2.00,,VEGANM3 | MONTY'S - Vegan Scallion Cream Cheese | 6 x 6oz | $ 3 2.00 | ,
parse_error,Cannot parse price: ,8,0,73,left,VEGANM4,MONTY'S - Vegan Truffle Rosemary Cream Cheese,6 x 6oz,$ 3 2.00,,VEGANM4 | MONTY'S - Vegan Truffle Rosemary Cream Cheese | 6 x 6oz | $ 3 2.00 | ,
parse_error,Cannot parse price: ,8,0,74,left,DABUTNDM3,MONTY'S - Vegan Salted Cultured Butter,6 x 5oz,$ 2 9.00,,DABUTNDM3 | MONTY'S - Vegan Salted Cultured Butter | 6 x 5oz | $ 2 9.00 | ,
parse_error,Cannot parse price: ,8,0,75,left,DABUTNDM2,MONTY'S - Vegan Salted Butter,6 x 5oz,$ 2 9.00,,DABUTNDM2 | MONTY'S - Vegan Salted Butter | 6 x 5oz | $ 2 9.00 | ,
parse_error,Cannot parse price: ,8,0,76,left,DABUTNDM1,MONTY'S - Vegan Salted Cultured Butter 2 LB,2 LB,$ 1 6.50,,DABUTNDM1 | MONTY'S - Vegan Salted Cultured Butter 2 LB | 2 LB | $ 1 6.50 | ,
parse_error,Cannot parse price: ,8,0,77,left,VEGANM1,MONTY'S - Vegan Cream Cheese LB,2 LB,$ 1 6.50,,VEGANM1 | MONTY'S - Vegan Cream Cheese LB | 2 LB | $ 1 6.50 | ,
parse_error,Missing code or description,8,0,78,left,,FAGE,,,, | FAGE |  |  | ,
parse_error,Cannot parse price: ,8,0,79,left,DAYOGURT1A,Fage - Plain Greek Yogurt 5%,12x5.3 oz,$ 2 2.66,,DAYOGURT1A | Fage - Plain Greek Yogurt 5% | 12x5.3 oz | $ 2 2.66 | ,
parse_error,Cannot parse price: ,8,0,80,left,DAYOGURT1BB,Fage - 2% Blueberry Greek Yogurt,12x5.3 oz,$ 2 2.66,,DAYOGURT1BB | Fage - 2% Blueberry Greek Yogurt | 12x5.3 oz | $ 2 2.66 | ,
parse_error,Cannot parse price: ,8,0,81,left,DAYOGURT1C,Fage - 2% Peach Greek Yogurt,12x5.3 oz,$ 2 2.66,,DAYOGURT1C | Fage - 2% Peach Greek Yogurt | 12x5.3 oz | $ 2 2.66 | ,
parse_error,Cannot parse price: ,8,0,82,left,DAYOGURT1D,Fage - 2% Cherry Greek Yogurt,12x5.3 oz,$ 2 2.66,,DAYOGURT1D | Fage - 2% Cherry Greek Yogurt | 12x5.3 oz | $ 2 2.66 | ,
parse_error,Cannot parse price: ,8,0,83,left,DAYOGURT1E,Fage - 0% Plain Greek Yogurt,6x1 lb,$ 2 2.03,,DAYOGURT1E | Fage - 0% Plain Greek Yogurt | 6x1 lb | $ 2 2.03 | ,
parse_error,Cannot parse price: ,8,0,84,left,DAYOGURT1F,Fage - 0% Plain Greek Yogurt,12x5.3 oz,$ 2 2.66,,DAYOGURT1F | Fage - 0% Plain Greek Yogurt | 12x5.3 oz | $ 2 2.66 | ,
parse_error,Cannot parse price: ,8,0,85,left,DAYOGURT1G,Fage - 2% Greek Yogurt with Honey,12x5.3 oz,$ 2 2.66,,DAYOGURT1G | Fage - 2% Greek Yogurt with Honey | 12x5.3 oz | $ 2 2.66 | ,
parse_error,Cannot parse price: ,8,0,86,left,DAYOGURT1H,Fage - 2% Greek Yogurt with Strawberry,12x5.3 oz,$ 2 2.66,,DAYOGURT1H | Fage - 2% Greek Yogurt with Strawberry | 12x5.3 oz | $ 2 2.66 | ,
parse_error,Cannot parse price: ,8,0,87,left,DAYOGURT2,Fage - 5% Plain Greek Yogurt,6x1 lb,$ 2 2.03,,DAYOGURT2 | Fage - 5% Plain Greek Yogurt | 6x1 lb | $ 2 2.03 | ,
parse_error,Missing code or description,8,0,88,left,,NORR ORGANIC,,,, | NORR ORGANIC |  |  | ,
parse_error,Cannot parse price: ,8,0,89,left,DAYOGURTNS2A,Organic Elderflower & Lemon Skyr Yogurt,12 X 4.4 OZ,$ 2 5.58,,DAYOGURTNS2A | Organic Elderflower & Lemon Skyr Yogurt | 12 X 4.4 OZ | $ 2 5.58 | ,
parse_error,Cannot parse price: ,8,0,90,left,DAYOGURTNS3A,Organic Plain Skyr Yogurt,12 X 4.4 OZ,$ 2 5.37,,DAYOGURTNS3A | Organic Plain Skyr Yogurt | 12 X 4.4 OZ | $ 2 5.37 | ,
parse_error,Cannot parse price: ,8,0,91,left,DAYOGURTNS5A,Org Whole Milk Black Currant & Blood Orange Skyr,12 X 4.4 OZ,$ 2 5.58,,DAYOGURTNS5A | Org Whole Milk Black Currant & Blood Orange Skyr | 12 X 4.4 OZ | $ 2 5.58 | ,
parse_error,Cannot parse price: ,8,0,92,left,DAYOGURTNS6A,Organic Plain Whole Milk Skyr Yogurt,12 X 4.4 OZ,$ 2 5.58,,DAYOGURTNS6A | Organic Plain Whole Milk Skyr Yogurt | 12 X 4.4 OZ | $ 2 5.58 | ,
parse_error,Cannot parse price: ,8,0,93,left,DAYOGURTNS7A,Organic Whole Milk Raspberry & Rosewater Skyr,12 X 4.4 OZ,$ 2 5.58,,DAYOGURTNS7A | Organic Whole Milk Raspberry & Rosewater Skyr | 12 X 4.4 OZ | $ 2 5.58 | ,
parse_error,Cannot parse price: ,8,0,94,left,DAYOGURTNS8A,Organic Whole Milk Vanilla & Chamomile Skyr,12 X 4.4 OZ,$ 2 5.58,,DAYOGURTNS8A | Organic Whole Milk Vanilla & Chamomile Skyr | 12 X 4.4 OZ | $ 2 5.58 | ,
parse_error,Missing code or description,8,0,95,left,,LA FERMIERE YOGURT (CT),,,, | LA FERMIERE YOGURT (CT) |  |  | ,
parse_error,Cannot parse price: ,8,0,96,left,PADESSERT,La Fermière - Crème Chocolate French Dessert,6 X 4.4 OZ,$ 1 3.50,,PADESSERT | La Fermière - Crème Chocolate French Dessert | 6 X 4.4 OZ | $ 1 3.50 | ,
parse_error,Cannot parse price: ,8,0,97,left,PADESSERT1,La Fermière - Crème Vanilla French Dessert,6 X 4.4 OZ,$ 1 3.50,,PADESSERT1 | La Fermière - Crème Vanilla French Dessert | 6 X 4.4 OZ | $ 1 3.50 | ,
parse_error,Cannot parse price: ,8,0,98,left,PADESSERT2,La Fermière - Crème Caramel French Dessert,6 X 4.4 OZ,$ 1 3.50,,PADESSERT2 | La Fermière - Crème Caramel French Dessert | 6 X 4.4 OZ | $ 1 3.50 | ,
parse_error,Cannot parse price: ,8,0,99,left,PADESSERT3,La Fermière - Crème Cafe French Dessert,6 X 4.4 OZ,$ 1 3.50,,PADESSERT3 | La Fermière - Crème Cafe French Dessert | 6 X 4.4 OZ | $ 1 3.50 | ,
parse_error,Cannot parse price: ,8,0,100,left,PAYOGURT4,La Fermière - Vanilla Bean Yogurt,6 X 4.9 OZ,$ 1 2.00,,PAYOGURT4 | La Fermière - Vanilla Bean Yogurt | 6 X 4.9 OZ | $ 1 2.00 | ,
parse_error,Cannot parse price: ,8,0,101,left,PAYOGURT4A,La Fermière - Lemon Yogurt,6 X 4.9 OZ,$ 1 2.00,,PAYOGURT4A | La Fermière - Lemon Yogurt | 6 X 4.9 OZ | $ 1 2.00 | ,
parse_error,Cannot parse price: ,8,0,102,left,PAYOGURT4B,La Fermière - Raspberry Blueberry Yogurt,6 X 5.6 OZ,$ 1 2.00,,PAYOGURT4B | La Fermière - Raspberry Blueberry Yogurt | 6 X 5.6 OZ | $ 1 2.00 | ,
parse_error,Cannot parse price: ,8,0,103,left,PAYOGURT4C,La Fermière - Mango Passion Fruit Yogurt,6 X 5.6 OZ,$ 1 4.00,,PAYOGURT4C | La Fermière - Mango Passion Fruit Yogurt | 6 X 5.6 OZ | $ 1 4.00 | ,
parse_error,Cannot parse price: ,8,0,104,left,PAYOGURT4D,La Fermière - Pineapple Coconut Yogurt,6 X 5.6 OZ,$ 1 4.00,,PAYOGURT4D | La Fermière - Pineapple Coconut Yogurt | 6 X 5.6 OZ | $ 1 4.00 | ,
parse_error,Cannot parse price: ,8,0,105,left,PAYOGURT4H,La Fermière - Orange Blossom Honey Yogurt,6 X 4.9 OZ,$ 1 2.00,,PAYOGURT4H | La Fermière - Orange Blossom Honey Yogurt | 6 X 4.9 OZ | $ 1 2.00 | ,
parse_error,Cannot parse price: ,8,0,106,left,PAYOGURT4I,La Fermière - Peach Apricot Yogurt,6 X 4.9 OZ,$ 1 2.00,,PAYOGURT4I | La Fermière - Peach Apricot Yogurt | 6 X 4.9 OZ | $ 1 2.00 | ,
parse_error,Cannot parse price: ,8,0,107,left,PAYOGURT4P,La Fermière - Plain Yogurt,6 X 5.6 OZ,$ 1 2.00,,PAYOGURT4P | La Fermière - Plain Yogurt | 6 X 5.6 OZ | $ 1 2.00 | ,
parse_error,Cannot parse price: ,8,0,108,left,PAYOGURT4Q,La Fermière - Rose Yogurt,6 X 4.9 OZ,$ 1 2.00,,PAYOGURT4Q | La Fermière - Rose Yogurt | 6 X 4.9 OZ | $ 1 2.00 | ,
parse_error,Cannot parse price: ,8,0,109,left,PAYOGURT4T,La Fermière - Hibiscus Raspberry Yogurt,6 x 5.6 oz,$ 1 2.00,,PAYOGURT4T | La Fermière - Hibiscus Raspberry Yogurt | 6 x 5.6 oz | $ 1 2.00 | ,
parse_error,Missing code or description,8,0,110,left,,RONNYBROOK DAIRY,,,, | RONNYBROOK DAIRY |  |  | ,
parse_error,Cannot parse price: ,8,0,111,left,PAYOGURT,Ronnybrook Dairy - Plain Yogurt,12 X 6 OZ,$ 1 7.00,,PAYOGURT | Ronnybrook Dairy - Plain Yogurt | 12 X 6 OZ | $ 1 7.00 | ,
parse_error,Cannot parse price: ,8,0,112,left,PAYOGURT1,Ronnybrook Dairy - Vanilla Yogurt,12 X 6 OZ,$ 1 7.00,,PAYOGURT1 | Ronnybrook Dairy - Vanilla Yogurt | 12 X 6 OZ | $ 1 7.00 | ,
parse_error,Cannot parse price: ,8,0,113,left,PAYOGURT1A,Ronnybrook Dairy - Strawberry Yogurt,12 X 6 OZ,$ 1 7.00,,PAYOGURT1A | Ronnybrook Dairy - Strawberry Yogurt | 12 X 6 OZ | $ 1 7.00 | ,
parse_error,Cannot parse price: ,8,0,114,left,PAYOGURT1B,Ronnybrook Dairy - Peach Yogurt,12 X 6 OZ,$ 1 7.00,,PAYOGURT1B | Ronnybrook Dairy - Peach Yogurt | 12 X 6 OZ | $ 1 7.00 | ,
parse_error,Cannot parse price: ,8,0,115,left,PAYOGURT1C,Ronnybrook Dairy - Coconut Yogurt,12 X 6 OZ,$ 1 7.00,,PAYOGURT1C | Ronnybrook Dairy - Coconut Yogurt | 12 X 6 OZ | $ 1 7.00 | ,
parse_error,Cannot parse price: ,8,0,116,left,PAYOGURT1D,Ronnybrook Dairy - Maple Vanilla Yogurt,12 X 6 OZ,$ 1 7.00,,PAYOGURT1D | Ronnybrook Dairy - Maple Vanilla Yogurt | 12 X 6 OZ | $ 1 7.00 | ,
parse_error,Cannot parse price: ,8,0,117,left,PAYOGURT1E,Ronnybrook Dairy - Plain Yogurt,32 oz,$ 6 .20,,PAYOGURT1E | Ronnybrook Dairy - Plain Yogurt | 32 oz | $ 6 .20 | ,
parse_error,Cannot parse price: ,8,0,118,left,PAYOGURT1H,Ronnybrook Dairy - Vanilla Yogurt,32 oz,$ 6 .20,,PAYOGURT1H | Ronnybrook Dairy - Vanilla Yogurt | 32 oz | $ 6 .20 | ,
parse_error,Cannot parse price: ,8,0,119,left,PAYOGURT1L,Ronnybrook Dairy - Drinkable Blackberry Yogurt,12 X 12 OZ,$ 2 5.00,,PAYOGURT1L | Ronnybrook Dairy - Drinkable Blackberry Yogurt | 12 X 12 OZ | $ 2 5.00 | ,
parse_error,Cannot parse price: ,8,0,120,left,PAYOGURT1M,Ronnybrook Dairy - Drinkable Peach Yogurt,12 X 12 OZ,$ 2 5.00,,PAYOGURT1M | Ronnybrook Dairy - Drinkable Peach Yogurt | 12 X 12 OZ | $ 2 5.00 | ,
parse_error,Cannot parse price: ,8,0,121,left,PAYOGURT1N,Ronnybrook Dairy - Drinkable Strawberry Yogurt,12 X 12 OZ,$ 2 5.00,,PAYOGURT1N | Ronnybrook Dairy - Drinkable Strawberry Yogurt | 12 X 12 OZ | $ 2 5.00 | ,
parse_error,Cannot parse price: ,8,0,122,left,PAYOGURT1O,Ronnybrook Dairy - Drinkable Mango Yogurt,12 X 12 OZ,$ 2 5.00,,PAYOGURT1O | Ronnybrook Dairy - Drinkable Mango Yogurt | 12 X 12 OZ | $ 2 5.00 | ,
parse_error,Cannot parse price: ,8,0,123,left,PAYOGURT1P,Ronnybrook Dairy - Drinkable Blueberry Pom Yogurt,12 X 12 OZ,$ 2 5.00,,PAYOGURT1P | Ronnybrook Dairy - Drinkable Blueberry Pom Yogurt | 12 X 12 OZ | $ 2 5.00 | ,
parse_error,Missing code or description,8,0,124,left,,STONYFIELD,,,, | STONYFIELD |  |  | ,
parse_error,Cannot parse price: ,8,0,125,left,DAYOGURTS,Stonyfield - Organic Greek Yogurt 0%,6 X 32 OZ,$ 5 6.49,,DAYOGURTS | Stonyfield - Organic Greek Yogurt 0% | 6 X 32 OZ | $ 5 6.49 | ,
parse_error,Cannot parse price: ,8,0,126,left,DAYOGURTS1,Stonyfield - Organic Low Fat Plain Yogurt,6 X 32 OZ,$ 3 4.29,,DAYOGURTS1 | Stonyfield - Organic Low Fat Plain Yogurt | 6 X 32 OZ | $ 3 4.29 | ,
parse_error,Cannot parse price: ,8,0,127,left,DAYOGURTSV1,Stonyfield - Organic Vanilla Yogurt,6 X 32 OZ,#N/A,,DAYOGURTSV1 | Stonyfield - Organic Vanilla Yogurt | 6 X 32 OZ | #N/A | ,
parse_error,Missing code or description,8,0,128,left,,"REFRIDGERATED COFFEES, TEAS & KOMBUCHA",,,," | REFRIDGERATED COFFEES, TEAS & KOMBUCHA |  |  | ",
parse_error,Cannot parse price: ,8,0,129,left,ASIAQ6,Copra - Organic Coconut Water,6 X 16 OZ,$ 2 0.07,,ASIAQ6 | Copra - Organic Coconut Water | 6 X 16 OZ | $ 2 0.07 | ,
parse_error,Cannot parse price: ,8,0,130,left,BEV21,Grady's Cold Brew - Cold Brew Coffee,6 X 16 OZ,$ 3 6.97,,BEV21 | Grady's Cold Brew - Cold Brew Coffee | 6 X 16 OZ | $ 3 6.97 | ,
parse_error,Cannot parse price: ,8,0,131,left,BEV24,Grady's Cold Brew - Lil Easy Cold Brew Coffee,12 X 8 OZ,$ 3 6.72,,BEV24 | Grady's Cold Brew - Lil Easy Cold Brew Coffee | 12 X 8 OZ | $ 3 6.72 | ,
