error_type,reason,page,table,row,side,code,description,pack,uom,price,raw_text,category
parse_error,Cannot parse price: ,8,0,132,left,BEVCO7,Partners Coffee - Cold Brew Coffee,12 X 12 OZ,#N/A,,BEVCO7 | Partners Coffee - Cold Brew Coffee | 12 X 12 OZ | #N/A | ,
parse_error,Cannot parse price: ,8,0,133,left,BEVCON,Atomic Coffee Roasters - Nitro Cold Brew Coffee,12 X 12 OZ,$ 3 6.80,,BEVCON | Atomic Coffee Roasters - Nitro Cold Brew Coffee | 12 X 12 OZ | $ 3 6.80 | ,
parse_error,Cannot parse price: ,8,0,134,left,BEVKH,HEALTH-ADE | USA - Organic Pink Lady Apple Kombucha,12 X 16 OZ,$ 3 7.00,,BEVKH | HEALTH-ADE | USA - Organic Pink Lady Apple Kombucha | 12 X 16 OZ | $ 3 7.00 | ,
parse_error,Cannot parse price: ,8,0,135,left,BEVKH1,HEALTH-ADE | USA - Organic Ginger Lemon Kombucha,12 X 16 OZ,$ 3 7.00,,BEVKH1 | HEALTH-ADE | USA - Organic Ginger Lemon Kombucha | 12 X 16 OZ | $ 3 7.00 | ,
parse_error,Cannot parse price: ,9,0,1,left,BEVKH2,HEALTH-ADE | USA - Organic Passionfruit-tangerine Kombucha,12 X 16 OZ,$ 3 7.00,,BEVKH2 | HEALTH-ADE | USA - Organic Passionfruit-tangerine Kombucha | 12 X 16 OZ | $ 3 7.00 | ,
parse_error,Cannot parse price: ,9,0,2,left,BEVKH3,HEALTH-ADE | USA - Organic Pomegranate Kombucha,12 X 16 OZ,$ 3 7.00,,BEVKH3 | HEALTH-ADE | USA - Organic Pomegranate Kombucha | 12 X 16 OZ | $ 3 7.00 | ,
parse_error,Cannot parse price: ,9,0,3,left,BEVKH4,HEALTH-ADE | USA - Organic Berry Lemonade Kombucha,12 X 16 OZ,$ 3 7.00,,BEVKH4 | HEALTH-ADE | USA - Organic Berry Lemonade Kombucha | 12 X 16 OZ | $ 3 7.00 | ,
parse_error,Cannot parse price: ,9,0,4,left,BEVKH5,HEALTH-ADE | USA - Organic Strawberry Glow Kombucha,12 X 16 OZ,$ 3 7.00,,BEVKH5 | HEALTH-ADE | USA - Organic Strawberry Glow Kombucha | 12 X 16 OZ | $ 3 7.00 | ,
parse_error,Cannot parse price: ,9,0,5,left,BEVKH,HEALTH-ADE | USA - Organic Pink Lady Apple Kombucha,12 X 16 OZ,$ 3 7.00,,BEVKH | HEALTH-ADE | USA - Organic Pink Lady Apple Kombucha | 12 X 16 OZ | $ 3 7.00 | ,
parse_error,Cannot parse price: ,9,0,6,left,BEVKH1,HEALTH-ADE | USA - Organic Ginger Lemon Kombucha,12 X 16 OZ,$ 3 7.00,,BEVKH1 | HEALTH-ADE | USA - Organic Ginger Lemon Kombucha | 12 X 16 OZ | $ 3 7.00 | ,
parse_error,Cannot parse price: ,9,0,7,left,BEVKH2,HEALTH-ADE | USA - Organic Passionfruit-tangerine Kombucha,12 X 16 OZ,$ 3 7.00,,BEVKH2 | HEALTH-ADE | USA - Organic Passionfruit-tangerine Kombucha | 12 X 16 OZ | $ 3 7.00 | ,
parse_error,Cannot parse price: ,9,0,8,left,BEVKH3,HEALTH-ADE | USA - Organic Pomegranate Kombucha,12 X 16 OZ,$ 3 7.00,,BEVKH3 | HEALTH-ADE | USA - Organic Pomegranate Kombucha | 12 X 16 OZ | $ 3 7.00 | ,
parse_error,Cannot parse price: ,9,0,9,left,BEVKH4,HEALTH-ADE | USA - Organic Berry Lemonade Kombucha,12 X 16 OZ,$ 3 7.00,,BEVKH4 | HEALTH-ADE | USA - Organic Berry Lemonade Kombucha | 12 X 16 OZ | $ 3 7.00 | ,
parse_error,Cannot parse price: ,9,0,10,left,BEVKH5,HEALTH-ADE | USA - Organic Strawberry Glow Kombucha,12 X 16 OZ,$ 3 7.00,,BEVKH5 | HEALTH-ADE | USA - Organic Strawberry Glow Kombucha | 12 X 16 OZ | $ 3 7.00 | ,
parse_error,Cannot parse price: ,9,0,11,left,BEVKF,Turmeric & Ginger Kombucha,12 X 16 OZ,$ 4 9.00,,BEVKF | Turmeric & Ginger Kombucha | 12 X 16 OZ | $ 4 9.00 | ,
parse_error,Cannot parse price: ,9,0,12,left,BEVKF1,"Mango, Tamarind, Chile de Arbol Kombucha",12 X 16 OZ,#N/A,,"BEVKF1 | Mango, Tamarind, Chile de Arbol Kombucha | 12 X 16 OZ | #N/A | ",
parse_error,Cannot parse price: ,9,0,13,left,BEVKF2,"Heirloom Carrot, Passion Fruit, Lime Leaf Kombucha",12 X 16 OZ,$ 4 9.00,,"BEVKF2 | Heirloom Carrot, Passion Fruit, Lime Leaf Kombucha | 12 X 16 OZ | $ 4 9.00 | ",
parse_error,Cannot parse price: ,9,0,14,left,BEVST3,Stumptown Coffee Roasters - Cold Brew Concentrate,6 X 64 OZ,$ 1 73.25,,BEVST3 | Stumptown Coffee Roasters - Cold Brew Concentrate | 6 X 64 OZ | $ 1 73.25 | ,
parse_error,Cannot parse price: ,9,0,15,left,BEVST4,Stumptown Coffee Roasters - Original Cold Brew with Oatly,12 X 11 OZ,$ 3 7.00,,BEVST4 | Stumptown Coffee Roasters - Original Cold Brew with Oatly | 12 X 11 OZ | $ 3 7.00 | ,
parse_error,Cannot parse price: ,9,0,16,left,BEVST5,Stumptown Coffee Roasters - Chocolate Cold Brew with Oatly,12 X 11 OZ,$ 3 7.00,,BEVST5 | Stumptown Coffee Roasters - Chocolate Cold Brew with Oatly | 12 X 11 OZ | $ 3 7.00 | ,
parse_error,Cannot parse price: ,9,0,17,left,BEVST6,Stumptown Coffee Roasters - Horchata Cold Brew with Oatly,12 X 11 OZ,$ 3 7.00,,BEVST6 | Stumptown Coffee Roasters - Horchata Cold Brew with Oatly | 12 X 11 OZ | $ 3 7.00 | ,
parse_error,Cannot parse price: ,9,0,18,left,BEVTH,Harney & Sons - Organic Black Iced Tea,12 X 16 OZ,$ 2 1.57,,BEVTH | Harney & Sons - Organic Black Iced Tea | 12 X 16 OZ | $ 2 1.57 | ,
parse_error,Cannot parse price: ,9,0,19,left,BEVTH1,Harney & Sons - Bottled Organic Green Citrus Iced Tea,12 X 16 OZ,$ 2 1.57,,BEVTH1 | Harney & Sons - Bottled Organic Green Citrus Iced Tea | 12 X 16 OZ | $ 2 1.57 | ,
parse_error,Cannot parse price: ,9,0,20,left,BEVTH2,Harney & Sons - Bottled Organic Peach Iced Tea,12 X 16 OZ,$ 2 1.57,,BEVTH2 | Harney & Sons - Bottled Organic Peach Iced Tea | 12 X 16 OZ | $ 2 1.57 | ,
parse_error,Cannot parse price: ,9,0,21,left,BEVTHA1,Harney & Sons - Supreme Egyptian Chamomile Tea,6 X 18 CT,$ 3 6.95,,BEVTHA1 | Harney & Sons - Supreme Egyptian Chamomile Tea | 6 X 18 CT | $ 3 6.95 | ,
parse_error,Cannot parse price: ,9,0,22,left,BEVTHA2,Harney & Sons - Supreme Earl Grey Tea,6 X 20 CT,$ 4 0.76,,BEVTHA2 | Harney & Sons - Supreme Earl Grey Tea | 6 X 20 CT | $ 4 0.76 | ,
parse_error,Cannot parse price: ,9,0,23,left,BEVTHA3,Harney & Sons - Japanese Green Sencha Tea,6 X 20 CT,$ 5 4.26,,BEVTHA3 | Harney & Sons - Japanese Green Sencha Tea | 6 X 20 CT | $ 5 4.26 | ,
parse_error,Cannot parse price: ,9,0,24,left,BEVTHA5,Harney & Sons - Organic Rooibos Chai Tea Organic,6 X 20 CT,$ 4 0.76,,BEVTHA5 | Harney & Sons - Organic Rooibos Chai Tea Organic | 6 X 20 CT | $ 4 0.76 | ,
parse_error,Cannot parse price: ,9,0,25,left,BEVTHA6,Harney & Sons - Dragon Pearl Jasmine Tea,6 X 20 CT,$ 6 0.12,,BEVTHA6 | Harney & Sons - Dragon Pearl Jasmine Tea | 6 X 20 CT | $ 6 0.12 | ,
parse_error,Cannot parse price: ,9,0,26,left,BEVTHA7,Harney & Sons - Organic English Breakfast Tea,6 X 20 CT,$ 4 0.76,,BEVTHA7 | Harney & Sons - Organic English Breakfast Tea | 6 X 20 CT | $ 4 0.76 | ,
parse_error,Cannot parse price: ,9,0,27,left,BEVVTCW,Vita Coco - Pure Coconut Water,12 X 1 LT,$ 5 3.04,,BEVVTCW | Vita Coco - Pure Coconut Water | 12 X 1 LT | $ 5 3.04 | ,
parse_error,Missing code or description,9,0,28,left,,PROTEIN,,,, | PROTEIN |  |  | ,
parse_error,Missing code or description,9,0,29,left,,JOYCE FARMS,,,, | JOYCE FARMS |  |  | ,
parse_error,Cannot parse price: ,9,0,30,left,MEBNGG12,Joyce Farms - Grass Fed Ground Beef,12 X 1 LB,$ 8 4.09,,MEBNGG12 | Joyce Farms - Grass Fed Ground Beef | 12 X 1 LB | $ 8 4.09 | ,
parse_error,Cannot parse price: ,9,0,31,left,MEBNGG8PS,Joyce Farms - Grass Fed Premium Steakburgers,20 X 8 OZ,$ 6 7.49,,MEBNGG8PS | Joyce Farms - Grass Fed Premium Steakburgers | 20 X 8 OZ | $ 6 7.49 | ,
parse_error,Cannot parse price: ,9,0,32,left,MEPO1JF,Joyce Farms - Naked Whole Natural Chicken,40 LB AVG | 12,P$C 3 .09,,MEPO1JF | Joyce Farms - Naked Whole Natural Chicken | 40 LB AVG | 12 | P$C 3 .09 | ,
parse_error,Cannot parse price: ,9,0,33,left,MEPO1JF1A,Joyce Farms - Naked Boneless Skinless Chicken Breast,8 LB AVG 8 PC,$ 6 .29,,MEPO1JF1A | Joyce Farms - Naked Boneless Skinless Chicken Breast | 8 LB AVG 8 PC | $ 6 .29 | ,
parse_error,Cannot parse price: ,9,0,34,left,MEPO1JF1B,Joyce Farms - Naked Boneless Skinless Chicken Thighs,8 LB AVG 8 PC,$ 4 .69,,MEPO1JF1B | Joyce Farms - Naked Boneless Skinless Chicken Thighs | 8 LB AVG 8 PC | $ 4 .69 | ,
parse_error,Cannot parse price: ,9,0,35,left,MEPO1JF1C,Joyce Farms - Naked Bone-In Chicken Breast,8.16 LB AVG,$ 6 .09,,MEPO1JF1C | Joyce Farms - Naked Bone-In Chicken Breast | 8.16 LB AVG | $ 6 .09 | ,
parse_error,Cannot parse price: ,9,0,36,left,MEPO1JF1D,Joyce Farms - Naked Bone-In Chicken Thighs,8 LB AVG,$ 2 .69,,MEPO1JF1D | Joyce Farms - Naked Bone-In Chicken Thighs | 8 LB AVG | $ 2 .69 | ,
parse_error,Cannot parse price: ,9,0,37,left,MEPO1JFGRL,Joyce Farms - Frozen Air Chilled Semi Boneless Poulet Rouge,13.5 LB AVG 6,PC$ 9 .49,,MEPO1JFGRL | Joyce Farms - Frozen Air Chilled Semi Boneless Poulet Rouge | 13.5 LB AVG 6 | PC$ 9 .49 | ,
parse_error,Missing code or description,9,0,38,left,,LA BELLE FARMS,,,, | LA BELLE FARMS |  |  | ,
parse_error,Cannot parse price: ,9,0,39,left,MEPO1BO,La Belle Farm - Organic Air Chilled Whole Chickens Retail Ready,30 LB AVG | 10,P$C 4 .89,,MEPO1BO | La Belle Farm - Organic Air Chilled Whole Chickens Retail Ready | 30 LB AVG | 10 | P$C 4 .89 | ,
parse_error,Cannot parse price: ,9,0,40,left,MEPO1BO1A,La Belle Farm - Organic Air Chilled Chicken Breast,10 LB AVG | 10,P$C 9 .49,,MEPO1BO1A | La Belle Farm - Organic Air Chilled Chicken Breast | 10 LB AVG | 10 | P$C 9 .49 | ,
parse_error,Cannot parse price: ,9,0,41,left,MEPO1BO1D,La Belle Farm - Organic Air Chilled Bone In Chicken Thighs,10 LB AVG | 10,P$C 4 .79,,MEPO1BO1D | La Belle Farm - Organic Air Chilled Bone In Chicken Thighs | 10 LB AVG | 10 | P$C 4 .79 | ,
parse_error,Cannot parse price: ,9,0,42,left,MEPO1BO1F,La Belle Farm - Organic Air Chilled Chicken Tenders,10 LB AVG | 10,PC #N/A,,MEPO1BO1F | La Belle Farm - Organic Air Chilled Chicken Tenders | 10 LB AVG | 10 | PC #N/A | ,
parse_error,Cannot parse price: ,9,0,43,left,MEPO1BO1G,La Belle Farm - Organic Air Chilled Whole Chicken Legs,10 LB AVG | 10,PC #N/A,,MEPO1BO1G | La Belle Farm - Organic Air Chilled Whole Chicken Legs | 10 LB AVG | 10 | PC #N/A | ,
parse_error,Cannot parse price: ,9,0,44,left,MEPO1BO1H,La Belle Farm - Organic Air Chilled Drumsticks,10 LB AVG | 10,PC #N/A,,MEPO1BO1H | La Belle Farm - Organic Air Chilled Drumsticks | 10 LB AVG | 10 | PC #N/A | ,
parse_error,Missing code or description,9,0,45,left,,BROOKLYN CURED,,,, | BROOKLYN CURED |  |  | ,
parse_error,Cannot parse price: ,9,0,46,left,SPMEATBC1,Brooklyn Cured - Pork Sausage Breakfast Links,8 X 9 OZ,$ 4 7.89,,SPMEATBC1 | Brooklyn Cured - Pork Sausage Breakfast Links | 8 X 9 OZ | $ 4 7.89 | ,
parse_error,Cannot parse price: ,9,0,47,left,SPMEATBC3,Brooklyn Cured - Sliced Chorizo,12 X 3 OZ,$ 6 2.79,,SPMEATBC3 | Brooklyn Cured - Sliced Chorizo | 12 X 3 OZ | $ 6 2.79 | ,
parse_error,Cannot parse price: ,9,0,48,left,SPMEATBC5,Brooklyn Cured - Sliced Finocchiona,12 X 3 OZ,$ 6 2.99,,SPMEATBC5 | Brooklyn Cured - Sliced Finocchiona | 12 X 3 OZ | $ 6 2.99 | ,
parse_error,Cannot parse price: ,9,0,49,left,SPMEATBC6,Brooklyn Cured - Sliced Hot Soppressata,12 X 3 OZ,$ 6 2.19,,SPMEATBC6 | Brooklyn Cured - Sliced Hot Soppressata | 12 X 3 OZ | $ 6 2.19 | ,
parse_error,Cannot parse price: ,9,0,50,left,SPMEATBC8,Brooklyn Cured - Sliced Sweet Soppressata,12 X 3 OZ,$ 6 2.99,,SPMEATBC8 | Brooklyn Cured - Sliced Sweet Soppressata | 12 X 3 OZ | $ 6 2.99 | ,
parse_error,Missing code or description,9,0,51,left,,WONDER MEATS,,,, | WONDER MEATS |  |  | ,
parse_error,Cannot parse price: ,9,0,52,left,MEBE3U8A,Wonder Meats - Premium Angus Beef Burger,20 X 8 OZ,$ 5 5.29,,MEBE3U8A | Wonder Meats - Premium Angus Beef Burger | 20 X 8 OZ | $ 5 5.29 | ,
parse_error,Cannot parse price: ,9,0,53,left,MEBE3UA2,Wonder Meats - Chef Special Slider Hamburgers,80 X 2 OZ,$ 5 0.39,,MEBE3UA2 | Wonder Meats - Chef Special Slider Hamburgers | 80 X 2 OZ | $ 5 0.39 | ,
parse_error,Cannot parse price: ,9,0,54,left,MEBE3UA4,Wonder Meats - Chef Special Hamburgers,40 X 4 OZ,$ 5 0.39,,MEBE3UA4 | Wonder Meats - Chef Special Hamburgers | 40 X 4 OZ | $ 5 0.39 | ,
parse_error,Cannot parse price: ,9,0,55,left,MEBE3UA8,Wonder Meats - Chef Special Hamburgers,20 X 8 OZ,$ 5 0.49,,MEBE3UA8 | Wonder Meats - Chef Special Hamburgers | 20 X 8 OZ | $ 5 0.49 | ,
parse_error,Cannot parse price: ,9,0,56,left,MEBE3UB8FLA,TWonder Meats - Super Flat Brisket Blend Hamburgers,20 X 8 OZ,$ 6 4.79,,MEBE3UB8FLA | TWonder Meats - Super Flat Brisket Blend Hamburgers | 20 X 8 OZ | $ 6 4.79 | ,
parse_error,Missing code or description,9,0,57,left,,SCHALLER & WEBER,,,, | SCHALLER & WEBER |  |  | ,
parse_error,Cannot parse price: ,9,0,58,left,MESMSW29,Schaller & Weber - Cooked Bratwurst Sausage 3.2 OZ,12 X 12 OZ,$ 7 6.99,,MESMSW29 | Schaller & Weber - Cooked Bratwurst Sausage 3.2 OZ | 12 X 12 OZ | $ 7 6.99 | ,
parse_error,Cannot parse price: ,9,0,59,left,MESMSW30,Schaller & Weber - Cooked Knackwurst Sausage 4 OZ,12 X 11.5 OZ,$ 7 4.09,,MESMSW30 | Schaller & Weber - Cooked Knackwurst Sausage 4 OZ | 12 X 11.5 OZ | $ 7 4.09 | ,
parse_error,Cannot parse price: ,9,0,60,left,MESMSW31,Schaller & Weber - Cooked Bockwurst Sausage 4 OZ,12 X 12 OZ,$ 8 0.79,,MESMSW31 | Schaller & Weber - Cooked Bockwurst Sausage 4 OZ | 12 X 12 OZ | $ 8 0.79 | ,
parse_error,Cannot parse price: ,9,0,61,left,MESMSW32,Schaller & Weber - Cooked Nurnberger Sausage,12 X 11.5 OZ,$ 7 9.99,,MESMSW32 | Schaller & Weber - Cooked Nurnberger Sausage | 12 X 11.5 OZ | $ 7 9.99 | ,
parse_error,Cannot parse price: ,9,0,62,left,MESMSW34,Schaller & Weber - Cooked Andouille Sausage 3.2 OZ,12 X 12 OZ,$ 7 2.09,,MESMSW34 | Schaller & Weber - Cooked Andouille Sausage 3.2 OZ | 12 X 12 OZ | $ 7 2.09 | ,
parse_error,Cannot parse price: ,9,0,63,left,MESMSW36,Schaller & Weber - Cooked Bangers Sausage,12 X 12 OZ,#N/A,,MESMSW36 | Schaller & Weber - Cooked Bangers Sausage | 12 X 12 OZ | #N/A | ,
parse_error,Cannot parse price: ,9,0,64,left,MESMSW38,Schaller & Weber - Cheddar Bratwurst Cooked,12 X 12 OZ,$ 8 2.29,,MESMSW38 | Schaller & Weber - Cheddar Bratwurst Cooked | 12 X 12 OZ | $ 8 2.29 | ,
parse_error,Cannot parse price: ,9,0,65,left,MESMSW91,Schaller & Weber - Beef Salami w/ Butterkase Cheese Snack Tray,12 X 2 OZ,#N/A,,MESMSW91 | Schaller & Weber - Beef Salami w/ Butterkase Cheese Snack Tray | 12 X 2 OZ | #N/A | ,
parse_error,Missing code or description,9,0,66,left,,NORTH COUNTRY,,,, | NORTH COUNTRY |  |  | ,
parse_error,Cannot parse price: ,9,0,67,left,MESM1AB,North Country Smokehouse - Smoked Fruitwood Bacon,12 X 12 OZ,$ 8 2.99,,MESM1AB | North Country Smokehouse - Smoked Fruitwood Bacon | 12 X 12 OZ | $ 8 2.99 | ,
parse_error,Cannot parse price: ,9,0,68,left,MESMN5,North Country Smokehouse - Organic Smoked Sliced Bacon,16 X 8 OZ,$ 9 9.59,,MESMN5 | North Country Smokehouse - Organic Smoked Sliced Bacon | 16 X 8 OZ | $ 9 9.59 | ,
parse_error,Cannot parse price: ,9,0,69,left,MESMOR1,North Country Smokehouse - Organic Deli Sliced Black Forest Ham,6 OZ,$ 7 .69,,MESMOR1 | North Country Smokehouse - Organic Deli Sliced Black Forest Ham | 6 OZ | $ 7 .69 | ,
parse_error,Cannot parse price: ,9,0,70,left,MESMOR3,North Country Smokehouse - Deli Sliced Organic Oven Roasted Turkey,6 OZ,$ 6 .09,,MESMOR3 | North Country Smokehouse - Deli Sliced Organic Oven Roasted Turkey | 6 OZ | $ 6 .09 | ,
parse_error,Missing code or description,9,0,71,left,,MAESTRI,,,, | MAESTRI |  |  | ,
parse_error,Cannot parse price: ,9,0,72,left,SPMEATM1,Maestri - Sliced Prosciutto Italiano,1 LB,$ 1 8.79,,SPMEATM1 | Maestri - Sliced Prosciutto Italiano | 1 LB | $ 1 8.79 | ,
parse_error,Cannot parse price: ,9,0,73,left,SPMEATM11,Maestri - Sliced Coppa Italiana,1 LB,$ 2 0.99,,SPMEATM11 | Maestri - Sliced Coppa Italiana | 1 LB | $ 2 0.99 | ,
parse_error,Cannot parse price: ,9,0,74,left,SPMEATM3,Maestri - Sliced Salame Rustico,1 LB,$ 1 8.79,,SPMEATM3 | Maestri - Sliced Salame Rustico | 1 LB | $ 1 8.79 | ,
parse_error,Cannot parse price: ,9,0,75,left,SPMEATM5,Maestri - Sliced Serrano Ham,1 LB,$ 1 8.69,,SPMEATM5 | Maestri - Sliced Serrano Ham | 1 LB | $ 1 8.69 | ,
parse_error,Missing code or description,9,0,76,left,,HOUSE FOODS (Protein Alternative),,,, | HOUSE FOODS (Protein Alternative) |  |  | ,
parse_error,Cannot parse price: ,9,0,77,left,TOFU,House Foods - Firm Tofu,12 X 14 OZ,$ 1 9.49,,TOFU | House Foods - Firm Tofu | 12 X 14 OZ | $ 1 9.49 | ,
parse_error,Cannot parse price: ,9,0,78,left,TOFU1C,House Foods - Extra Firm Tofu,12 X 12 OZ,$ 2 0.39,,TOFU1C | House Foods - Extra Firm Tofu | 12 X 12 OZ | $ 2 0.39 | ,
parse_error,Missing code or description,9,0,79,left,,"Dried Fruit, Nuts & Bars",,,," | Dried Fruit, Nuts & Bars |  |  | ",
parse_error,Cannot parse price: ,9,0,80,left,BARK3,"Kind - Dark Chocolate, Nuts & Sea Salt Bar",12 X 1.4 OZ,$ 2 7.47,,"BARK3 | Kind - Dark Chocolate, Nuts & Sea Salt Bar | 12 X 1.4 OZ | $ 2 7.47 | ",
parse_error,Cannot parse price: ,9,0,81,left,SEED1CS,Seed + Mill - Dark Chocolate & Sea Salt Halva,12 X 8 OZ,$ 1 04.90,,SEED1CS | Seed + Mill - Dark Chocolate & Sea Salt Halva | 12 X 8 OZ | $ 1 04.90 | ,
parse_error,Cannot parse price: ,9,0,82,left,SEED2CS,Seed + Mill - Pistachio Halva,12 X 8 OZ,$ 1 04.90,,SEED2CS | Seed + Mill - Pistachio Halva | 12 X 8 OZ | $ 1 04.90 | ,
parse_error,Cannot parse price: ,9,0,83,left,SEED6CS,Seed + Mill - Chocolate Coconut Halva,12 X 8 OZ,$ 1 04.90,,SEED6CS | Seed + Mill - Chocolate Coconut Halva | 12 X 8 OZ | $ 1 04.90 | ,
parse_error,Cannot parse price: ,9,0,84,left,SEED88,88 Acres - Dark Chocolate Sea Salt Seed & Oat Bar,54 X 1.6 OZ,$ 7 5.00,,SEED88 | 88 Acres - Dark Chocolate Sea Salt Seed & Oat Bar | 54 X 1.6 OZ | $ 7 5.00 | ,
parse_error,Cannot parse price: ,9,0,85,left,SEED882,88 Acres - Blueberry Lemon Seed & Oat Bar,54 X 1.6 OZ,$ 7 5.00,,SEED882 | 88 Acres - Blueberry Lemon Seed & Oat Bar | 54 X 1.6 OZ | $ 7 5.00 | ,
parse_error,Cannot parse price: ,9,0,86,left,SEED883,88 Acres - Oatmeal Chocolate Chip Seed & Oat Bar,54 X 1.6 OZ,$ 7 5.00,,SEED883 | 88 Acres - Oatmeal Chocolate Chip Seed & Oat Bar | 54 X 1.6 OZ | $ 7 5.00 | ,
parse_error,Cannot parse price: ,9,0,87,left,SPFR1BN,Bazzini - Cranberry Nut Mix,12 X 2 OZ,$ 1 2.91,,SPFR1BN | Bazzini - Cranberry Nut Mix | 12 X 2 OZ | $ 1 2.91 | ,
parse_error,Cannot parse price: ,9,0,88,left,SPNU12B,Bazzini - Honey Roasted Cashews,12 X 1.5 OZ,$ 1 1.97,,SPNU12B | Bazzini - Honey Roasted Cashews | 12 X 1.5 OZ | $ 1 1.97 | ,
parse_error,Cannot parse price: ,9,0,89,left,SPNU12G,Bazzini - Salted Peanuts,12 X 3.5 OZ,$ 1 0.63,,SPNU12G | Bazzini - Salted Peanuts | 12 X 3.5 OZ | $ 1 0.63 | ,
parse_error,Cannot parse price: ,9,0,90,left,SPNU12H,Bazzini - Unsalted Cashews,12 X 1.25 OZ,$ 1 1.54,,SPNU12H | Bazzini - Unsalted Cashews | 12 X 1.25 OZ | $ 1 1.54 | ,
parse_error,Cannot parse price: ,9,0,91,left,SPNU12J,Bazzini - Natural Pistachios,12 X 1.25 OZ,$ 1 4.57,,SPNU12J | Bazzini - Natural Pistachios | 12 X 1.25 OZ | $ 1 4.57 | ,
parse_error,Cannot parse price: ,9,0,92,left,SPNU1I,Bazzini - Raw Almonds,12 X 1.25 OZ,$ 1 1.63,,SPNU1I | Bazzini - Raw Almonds | 12 X 1.25 OZ | $ 1 1.63 | ,
parse_error,Cannot parse price: ,9,0,93,left,SPNU2D,Bazzini - Raw Cashews,12 X 1.25 OZ,$ 1 1.60,,SPNU2D | Bazzini - Raw Cashews | 12 X 1.25 OZ | $ 1 1.60 | ,
parse_error,Cannot parse price: ,9,0,94,left,SPNU4C,Bazzini - Raw Mixed Nuts,12 X 1.25 OZ,$ 1 1.82,,SPNU4C | Bazzini - Raw Mixed Nuts | 12 X 1.25 OZ | $ 1 1.82 | ,
parse_error,Cannot parse price: ,9,0,95,left,SPNU5BCS,Bazzini - Natural Peanut Butter,12 X 1 LB,$ 5 4.09,,SPNU5BCS | Bazzini - Natural Peanut Butter | 12 X 1 LB | $ 5 4.09 | ,
parse_error,Cannot parse price: ,9,0,96,left,SPNU6D,Bazzini - Pecan Supreme,12 X 2 OZ,$ 1 1.63,,SPNU6D | Bazzini - Pecan Supreme | 12 X 2 OZ | $ 1 1.63 | ,
parse_error,Cannot parse price: ,9,0,97,left,SPNU8A,Bazzini - Natural Pistachios,12 X 1 LB,$ 1 10.74,,SPNU8A | Bazzini - Natural Pistachios | 12 X 1 LB | $ 1 10.74 | ,
